"votes","type","url","author","title","description","voter1"
"","talk","http://devopsdays.org/events/2013-austin/proposals/Sharing a Culture of Automation - Instant Infrastructure in Developing Nations/","Chris McClimans","Sharing a Culture of Automation - Instant Infrastructure in Developing Nations","Abstract:
Many of us write code to automate deployment of software for a living. That code solves real problems, but we often use 'the cloud' and depend on decent network connectivity. I want to put this code in the hands of a wider audience, particularly those with the somewhat different use cases of developing nations.

What if:


we take all this ethereal cloudy stuff and put it into the hands of real people, with real problems in developing nations where network connectivity might be a problem?
we create bootable USB sticks that know how to create more USB sticks... and make them work without internet?
we provide easy options to deploy a community center, internet cafe, library, school, or medical clinic!?!
we find more use cases and connect them to people willing to solve these issues?



Come see a talk/demo of the :ii usb and lets see if we can change the world by walking softly and sharing a usb stick.

Speaker:

Chris McClimans (@hippiehacker)

Bio:
(Solutions Engineer at Opscode / Chief Executive Hippie at Instant Infrastructure)

An Austin Native, Chris left Texas in a VW van and travelled across the US, living in a kiwi caravan on the beach in New Zealand,  and ending up getting married on Sailboat. He spends half his time working in the Security and DevOps field and the rest volunteering at various NGOs. This lifestyle earned Chris his online nickname 'hippie hacker.'

He spent time in Cambodia teaching youth to create and run 'instant infrastructure' USB sticks in their local language. As a result of his work, Chris left behind a group on self-sufficient youth able to perpetuate their newly acquired knowledge. Less than a year later, those 6 youth from Battambang have grown to over 30 and regularly meet in Phnom Penh and Siem Reap. Chris believes that generosity is contagious, particularly if you give people a vehicle for it. Since infrastructure as code can be shared on a usb stick, and usb sticks are bootable, why not create bootable infrastructure as code? Generosity on a stick that can enable global change!
",""
"","talk","http://devopsdays.org/events/2013-austin/proposals/Release Engineer, day 1/","Patricio Arvizu","Release Engineer, day 1","Abstract:
A lot of CI Servers today offer a lot of functionality out of the box or through plugins, but as projects and companies grow, the code base outgrows the initial setup and scalability becomes a concern. Ideally, all projects would have a very thin build plan that interacts with a build system that exposes a set of 'verbs' or actions that it can perform through a DSL. This way, the CI server is just a broker, pressing the right buttons, the real heavy work is on the build system and we don't really have to pay for a CI server. We can take it one step further if we package and release the build system as an artifact and bootstrap it as the first dependency of each project.

Speaker:

Patricio Arvizu

Patricio Arvizu is a Release Engineer for Cond&eacute; Nast in New York City
",""
"","talk","http://devopsdays.org/events/2013-austin/proposals/Project Sputnik:  leveraging the community to create a DevOps client to cloud platform/","Barton George","Project Sputnik:  leveraging the community to create a DevOps client to cloud platform","Abstract:
Project Sputnik was born of the idea to create an Ubuntu-based client-to-cloud platform for developers that leveraged devops tools and principles.  From its inception, the project was designed to involve developer feedback directly into the product development process and to conduct the effort publicly utilizing social media, including blogs, twitter, forums, and Dell's IdeaStorm. This session will discuss how, thanks to the power of the community, this concept went from project to product in a little over 6 months.

Background:

By linking together an Ubuntu-based laptop and an OpenStack cloud back-end, developers are able to model an entire environment on their client and then launch it to the cloud. Add to that a community-based library of language profiles to down load and auto-install and you have fluid devOps environment to build test and deploy.

Speaker:

Barton George
",""
"","talk","http://devopsdays.org/events/2013-austin/proposals/Operations as a service provider/","Berkay Mollamustafaoglu","Operations as a service provider","Abstract:
In the enterprise, where there are existing organizational silos each with their own tools and processes, introducing a new tool/process/paradigm that employs rip &amp; replace approach stands little chance of success. A more nuanced approach that focuses on the services and their interfaces has much better chance to reduce friction and improve organizational adoption.
Taking a service provider posture, ops teams can offer 'services' that enable development teams to integrate routine operational tasks into the software development life-cycle and improve collaboration among different organization entities. For these services, ops teams can implement and manage the underlying infrastructure, and provide visual (UI) and programmatic (API) interfaces to all interested parties.
Operations teams have been moving from 'doing things for developers' (deploying, monitoring  apps, etc) towards implementing and operating solutions that enable developers to do things for themselves. Most common example of this trend is, operations teams implementing continuous deployment solutions by leveraging configuration management tools like Puppet &amp; Chef, enabling developers to deploy applications into production themselves. This talk will look at some other services that can (and should) be provided by ops teams such as:


Log management as a service; enabling developers to emit logs, collecting logs from servers, applications, network devices, etc., and make them available to developers via UIs and APIs
Metrics as a service; enabling developers to easily collect and access metrics for their applications, as well as accessing other relevant monitoring data that may be collected by operations.
Alert management as a service; enabling developers to define runbooks, create alerts and receive notifications
The talk will describe how to implement these solutions conceptually to minimize organizational resistance, as well as outlining some of the tool sets that are useful in implementing these services.



Speaker:

Berkay Mollamustafaoglu
",""
"","talk","http://devopsdays.org/events/2013-austin/proposals/One way to begin the cultural shift needed for Devops/","Dominica DeGrandis","One way to begin the cultural shift needed for Devops","Abstract:
When we attempt to explain to the boss why the organization should try to do something different (like Devops), we bring our own bias from past experience into play that can jeopardize the desired outcome.

This talk looks at using the Cynefin framework to bring about culture change.
Narrative story telling is an approach from Cognitive Edge that is used to generate and collect anecdotes that are more useful in conveying the truth than deliberately crafted discussions.   I&rsquo;ve used this approach with large organizations in place of traditional IT Ops assessments.

Narrative story telling shines a light on the issues preventing cross-functional collaboration.  It gets the boss involved for management buy-in to address organizational boundaries. Its biggest win (for me) has been the ability to draw out the crux of organizational problems rapidly.

Speaker:

Dominica DeGrandis
",""
"","talk","http://devopsdays.org/events/2013-austin/proposals/Malware has changed the way we think about Information Security./","Ian Robertson and Michael Gough","Malware has changed the way we think about Information Security.","Abstract:
Malware has changed the way we think about Information Security.  It&rsquo;s time to rethink the way we deal with newly engineered advanced malware.  Management and technical staff will leave with actionable information on how to lower incident related costs through better detection and response

Stuxnet, Duqu, Flamer and Red October went undetected for years.  We need a new approach to deal with advanced malware.  Anti-Virus companies admit 80% of malware is unique to 10 companies or less.  This talk will share advanced malware detection techniques from the folks in the trenches and what you can actually do to prepare for and detect it.  Management and technical staff will leave with actionable information on how to lower incident related costs through better detection and response and integration into DevOps environments.

The presentation will discuss recent statistics, incidents and costs around APT and recent advanced malware events.  Anti-Malware defenses are failing everyone and only detects 5%, or less of this newly engineered advanced malware.  2012 annual reports by Verizon, Trustwave, Mandiant and others show this problem is only getting worse.  This talk will address the ever increasing failures of anti-malware solutions and examples of security defense solution failures will also be discussed.  The audience will be polled on their opinions and experiences.    Finally, we will introduce a new way of thinking and methodology to prepare organizations for detection of the simplest to the most advanced malware.  We will also show how this method can save significant costs in future incident response events.  Integrating this methodology into a DevOps environment will also be covered as DevOps environments are already ready to implement this new method.  Actual malware will be used in this presentation to illustrate the point.

Speaker:

Ian Robertson and Michael Gough

Ian and Michael (The Thoughtful Hackers) are security professionals and researchers.  They first discovered a critical flaw in card key systems.  In their real jobs, Ian and Michael are defending against cutting edge advanced malware and researching how to better detect and respond to this ever increasing threat.  Michael&rsquo;s background includes 15 years of security consulting for Fortune 500 organizations, running BSides Texas, and general awesomeness.  Ian&rsquo;s background includes security, networking and software development, and was a former CISO for the State of Texas.  Now Ian and Michael defend against nefarious ne&rsquo;er-do-weller&rsquo;s trying to p0wn their employer&rsquo;s assets.
",""
"","talk","http://devopsdays.org/events/2013-austin/proposals/Making sense of all the logs/","Jesse Gonzalez","Making sense of all the logs","Abstract:
Using rsyslog + cee, sagan and snorby can help find problems with your infrastructure.

Thousand of log entries per second across an infrastructure are difficult to handle, make sense of, visualize are all problems in this domain. Working with open source tools, I'll demonstrate how you  can reduce the complexity of log analysis and focus on log entries only when the are problems to be concerned with.

Speaker:

Jesse Gonzalez

Bio:
I'm a Senior Systems Engineer with over 5 years of focus on monitoring. I've experienced working with solutions that were overly complex or inefficient at their designed purpose, some better than others, but most trying to do too much.
",""
"","talk","http://devopsdays.org/events/2013-austin/proposals/Make a SOLID Software Architecture/","Ole Michaelis / Soenke Ruempler","Make it SOLID - Software Architecture for System Administrators","Abstract:

Starting with Chef or Puppet as a System Administrator will lead you
to a problem where you are not sure what&rsquo;s the best solution of a
problem in terms of software architecture.

We will give you a brief overview of general well known and battle
tested software patterns which also applies to infrastructure
management code. We&rsquo;ll also show Antipatterns and best practices.

Speakers:

Ole Michaelis - https://twitter.com/codestars
Soenke Ruempler - https://twitter.com/s0enke
",""
"","talk","http://devopsdays.org/events/2013-austin/proposals/Large Scale Systems Integrity & Auditing/","Richard Maynard","Large Scale Systems Integrity & Auditing","Abstract:
These days everywhere I turn there's a lot of talk about managing configuration files, and deployed application versions. I hear the shouts from the roof tops about the power of today's configuration management tools such as Puppet and Chef. For all of the important and great work these tools do, there is something missing, basic system level file integrity checking and auditing. Configuration Management will ensure that /etc/sudoers has the right rules, and it may even ensure that your installed package version is the latest and greatest. You may have great reporting around your CM tools and can determine when the sudo package changed, but can you ensure that the version of sudo on your box today, is the one you expect to be there? Can you be sure that it hasn't been supplanted by an attacker targeting your system?

There are some commercial options, and there's the open source Tripwire which has been around for over 20 years was at one time the defacto standard for this type of work. Implementing auditd is a great option when you require an audit trail from the kernel level. However neither of these two solutions was a good fit for Rackspace, my employer. Tripwire simply wasn't meant to be implemented in a distributed fashion, and auditd is heavier handed than we could tolerate operationally. Our primary goals were to ensure protection from compromise and validate that some files are the exact versions we expect for proper functionality.

I am a systems engineer working on the Rackspace Cloud Computing product, and created Integrity, our system to fill the needs outlined above. I would like to share why the tool was created, how it was created, and what special considerations / solutions (such as no direct network connectivity to machines the tool needs to manage, an environment of tens of thousands of boxes, and potentially tens of thousands of changes) went into designing it.  I want to share how we leveraged Flask, Twisted Python, and Mongo, and a couple of scripts to develop and manage a system that allows us to protect our entire infrastructure.

Speaker:

Richard Maynard
",""
"","talk","http://devopsdays.org/events/2013-austin/proposals/Its not me, its you - your dysfunctional relationship with script code/","Lee Thompson","Its not me, its you - your dysfunctional relationship with script code","Abstract:
Nearly every online company has moderate to significant amounts of shell scripts.  The code is critical in that bugs will effect the business in a significant way.  Despite this criticality, developing modular, tested and documented scripting is either rare or nonexistent. This presentation will offer a possible solution to this industry wide problem with a simple open source tool called Rerun which adds a modular formalism to Bash scripting.  A simple module will be created, implemented, and tested rapidly.  Your colleagues will be able to quickly find and enhance your automation code in a syntax that every DevOps practitioner knows.  No more excuses for bad bash.

Speaker:

Lee Thompson
",""
"","talk","http://devopsdays.org/events/2013-austin/proposals/IaaS Independent Service Orchestration using Chef Server and Multiple Chef Runs/","Alex Corley","IaaS Independent Service Orchestration using Chef Server and Multiple Chef Runs","Abstract:
Utilizing a Master+Push architecture we will disperse ssh public keys to all members of the stack and then setup OpenVPN tunnels over which MySQL Replication will be established. This format not only allows for Amazon Multi-Region but also Hybrid-Cloud or Cloud-Bursting configurations.
Overview:

Multiple chef runs are coordinated via a 'Cluster' namespace in each Node's attributes and a series of boolean flags. Each 'Stack' or 'Cluster' is meant to represent either a single customer's segregated network or a shared service's member machines. Multiple Chef runs are coordinated via a simple Python daemon that handles transient Chef Server HTTP errors and other Exception handling. This talk is only for 'Pilot Light' and 'Active/Passive' failovers and will not cover 'Master/Master' or other 'High Availability' setups.

Single or Multi-Tenant Environments

   Chef Server and stored attributes
   All Data is segregated by customer stack
   Data is stored in a Cluster {} namespace

SSH Keys

   Minor changes to the existing community 'User' cookbook allow for storage and ingestion of public keys throughout members of the stack.

OpenVPN

   Self signed certificates
   Templating the vars file in combination with bash interfacing with pkitool
   Uses previously distributed SSH Keys to push OpenVPN Client Configs

MySQL Replication

   Most people do not realize you need two sessions open for the popular method of establishing replication - Chef cannot do this without custom code
   Establish replication by doing 'mysqldump -u root --master-data=1 --all-databases' and then using SSH to transfer to replication instance
   Single my.cnf for ease of management, templated for master or slave

Speaker:

Alex Corley
",""
"","talk","http://devopsdays.org/events/2013-austin/proposals/How to retain your hardest to hire positions (DevOps, System Automation, Release Engineering)/","Pete Cheslock","How to retain your hardest to hire positions (DevOps, System Automation, Release Engineering)","Abstract:
We all talk about how to recruit and hire DevOps minded people, but something we don't often talk about is how to manage and retain them once you have hired them.  There are lots of studies and statistics that discuss how expensive it is when you lose an employee.  Often times the business side believes the only way to keep employees is via monetary compensation, and this is a terrible way to motivate.  I have found that motivating thru autonomy and purpose can yield a much higher benefit to all parties. Most important to Startups as they often are more cash constrained and need to compete with more profitable and established companies.

The Theory of Constraints states that an hour lost at a bottleneck essentially shuts down your organization. What happens when your constrained group (most likely your evolving operations team) loses a highly valued engineer?  In this presentation, I want to discuss some of the techniques that were helpful for me when trying to keep my team motivated, when the world was coming down on our heads.  Techniques found within process and culture changes such as Agile and DevOps, collaboration and cross functional teams, help everyone to feel as though they are part of something greater than themselves.

My talk will expand and focus on the specifics of what has worked for me, and hopefully provide enough options that most any company could cherry-pick and start using within their organization.   With the ultimate focus of keeping people happy and productive members of your team.

Speaker:

Pete Cheslock
",""
"","talk","http://devopsdays.org/events/2013-austin/proposals/How to hire engineers that get devops/","Philip Jacob","How to hire engineers that get devops","Abstract:
Hiring is one of the key skills that any successful startup must master.  At Stackdriver, we have a well-oiled interview process that helps us efficiently and thoroughly evaluate potential candidates.  We frequently hear from candidates during the interview that our style is unique and that they haven&rsquo;t experienced anything like it before.  What do we do differently?

Our interview process is based on the goal of finding the boundaries of a candidate&rsquo;s skills and knowledge rather than ask questions that don&rsquo;t help us make an assessment of how a candidate will perform in real life.  We also will discuss how we evaluate the devops-iness of candidates.

During this talk, we will provide a detailed walkthrough of what it takes to join our team, what we focus on, what kind of questions we ask, and how we reach consensus about a candidate.  Since we sometimes work with recruiters, we also tailor our direction and guidance for them so they can be effective sourcers and filters for us.

If you have ever made a hiring mistake or wish to improve the effectiveness of your team&rsquo;s interview process, join us for a session that will give you some practical techniques for doing so.

Speaker:

Philip Jacob
",""
"","talk","http://devopsdays.org/events/2013-austin/proposals/How people are using AWS/","Philip Jacob","How people are using AWS","Abstract:
We have an interesting vantage point of AWS at Stackdriver.  On behalf of our customers, we have access to a significant number of AWS accounts.  We analyze the data for our clients and we experiment with it during our product development cycle and frequently come across some surprisingly useful data points.

If you have an AWS footprint, we think that seeing aggregated, real-world performance metrics for EC2, ELB, RDS and more will provide you with useful points of comparison.  How does your setup compare to others?  What characteristics does an underperforming EC2 instance exhibit?  Are there patterns in the lifecycle of an ELB?  Does infrastructure vary across regions?

Some examples:


EC2 and S3 are the most popular AWS services.  Do you know what comes next in terms popularity?
Windows is a lot more popular than we expected.  Over 20% of our customers have 25% of their EC2 instances running Windows.
The response times from the AWS API make for some very interesting time series graphs.  If you're using the AWS API, we have lots to share with you.
What are the most popular instance sizes and how does the average CPU utilization break down across those?
Lots more fun and interesting stats about S3, EBS, ELB and more!



Speaker:

Philip Jacob
",""
"","talk","http://devopsdays.org/events/2013-austin/proposals/How Do We Better Sell DevOps/","Gene Kim","How Do We Better Sell DevOps?","Abstract:
In this talk, I will share my top lessons learned over my years studying high performing IT organizations on how to sell the value of DevOps, and help other stakeholders and executives have their own a-ha moments.  I will talk about specific stories about the circumstances that led to these a-ha moments, how they created DevOps champions in surprising places in organizations you'll recognize, and how they enabled implementing DevOps patterns that had awesome results.

This will be based on the presentation that I first did at DevOpsDays London: http://www.slideshare.net/realgenekim/how-can-we-better-sell-devops.  (The tweet stream is captured at the bottom of the page here: http://scribes.tweetscriber.com/realgenekim/114)

Speaker:

Gene Kim

Bio:
Gene is a multiple award winning CTO, researcher and author.  He was founder and CTO of Tripwire for 13 years. He has written three books, including &ldquo;The Visible Ops Handbook&rdquo; and &ldquo;The Phoenix Project: A Novel About IT, DevOps, and Helping Your Business Win.'  Gene is a huge fan of IT operations, and how it can enable developers to maximize throughput of features from &ldquo;code complete&rdquo; to &ldquo;in production,&rdquo; without causing chaos and disruption to the IT environment.  He has worked with some of the top Internet companies on improving deployment flow and increasing the rigor around IT operational processes. In 2007, ComputerWorld added Gene to the &ldquo;40 Innovative IT People Under The Age Of 40&rdquo; list, and was given the Outstanding Alumnus Award by the Department of Computer Sciences at Purdue University for achievement and leadership in the profession.
",""
"","talk","http://devopsdays.org/events/2013-austin/proposals/Goodbye Hello World: How a Fully Provisioned Demo Application Helps All Our Rebels/","Geert Bevin","Goodbye Hello World: How a Fully Provisioned Demo Application Helps All Our Rebels","Abstract:
We built two full-blown Q&amp;A applications, one in PHP/Yii and another one in JEE/Spring. However, what started out as a real-world test to exercise all the features of our product, turned into a lot more. We created a virtualized multi-machine environment that is automatically provisioned. This allowed everyone in the company to use this application as a reference point without having to go through any of the tedious configuration and setup tasks. Anyone, anywhere, can now quickly start up a predictable environment that behaves exactly the same for everyone else.

We noticed that many different people at ZeroTurnaround are now relying on it:


developers use it to enhance the product and fix bugs
QA use it to validate product features
content writers use it to reference working examples
sales uses it to demonstrate our products in a realistic setting
evangelists use it at demo booths
our CEO uses it for his webinars
and finally ... our customers use it as an inspiration for their own setups



In this talk we'll go through the different aspects of setting up such an automatically provisioned virtualized environment. We'll introduce Vagrant, Chef and how they work together. We'll share some of the mistakes we made, so that you can avoid them and you'll also see some of the custom provisioning scripts that we wrote and how we structure them. Finally, we'll demonstrate how it all comes together and highlight some of the notable uses of this setup amongst the ZeroTurnaround Rebels.

Goodbye to the trivial Hello World. Hello to the massively useful DevOps World!

Speaker:

Geert Bevin

Geert Bevin is a passionate programmer and a performing musician that has been very active in open-source for decades, he works as a senior developer and content writer at ZeroTurnaround. Geert pioneered native Java continuation with the RIFE framework and got selected as being one of the official Java Champions. Geert left the Java world for three years to work on the software that drives the Eigenharp, an ultra-expressive electronic instrument. Now that he's back to JVM-land, his passion for Java is fully reinvigorated as he got to experience first-hand how special the Java ecosystem is.
",""
"","talk","http://devopsdays.org/events/2013-austin/proposals/Five DevOps Keys to Success for Collaboration between Developers and Production DBAs/","Don Bergal","Five DevOps Keys to Success for Collaboration between Developers and Production DBAs","Abstract:
Fundamental tension exists between development and operations/production DBAs.  Here are five principles that can be applied to ease the tension and improve results for deployed applications:
1.  Give developers direct monitoring visibility to production, staging and test servers.
2.  Enhance collaboration by making developers self-sufficient in their performance observations.
3.  Make performance a stated functional requirement. 
4.  Establish shared metrics and a basis for equal access to metric reports.
5.   Focus on the end-user experience.

The presentation will discuss these 5 principles in more detail and provide examples.   While some screen captures and examples will use a Confio product, the content and messaging will be independent of any software or specific product.

Who would be interested?   Developers who don't get along with their DBAs, or who don't understand what DBAs do.    Managers who are responsible for both development and DBA groups and who need to reduce fingerpointing.   Development managers who care about introducing application performance as a driving requirement for their development projects.

Speaker:

Don Bergal
",""
