"votes","type","url","author","title","description","voter1"
"","talk","http://devopsdays.org/events/2013-london/proposals/Shipping Is Your Company's Heartbeat/","Paul O'Connor","Shipping Is Your Company's Heartbeat","Abstract:

Software only becomes valuable when you ship it to customers. Before then it&rsquo;s just a costly accumulation of hard work and assumptions.

Shipping unlocks a feedback loop that confirms or challenges those assumptions. It makes new things possible for your customers, and gives you the opportunity to focus on the next thing.

Shipping brings life to your team, to your product, and to your customers. Shipping is your company&rsquo;s heartbeat.

Speaker:

Paul is an Operations Engineer with Intercom. He's the organiser for DevOps Ireland and a keen supporter of the DevOps movement, in it's various guises.
",""
"","talk","http://devopsdays.org/events/2013-london/proposals/Moving to a Multi-Master Setup for MySQL/","Doug Barth","Moving to a Multi-Master Setup for MySQL","Abstract:

Data &mdash; the pain in the side of every DevOps team. You can automate most of the setup process for a MySQL server, but then you're left with the hard parts: getting a copy of the data onto the server, making the server of a slave of an existing server, and then failing over. Can't there be a better way?

In this talk, we will discuss how PagerDuty switched our production MySQL system (running in EC2) from a DRBD based solution to Percona XtraDB Cluster based on Codership's synchronous replication library, Galera. With that change, we now have a MySQL setup where setting up a new MySQL server is completely automated, including grabbing a copy of the production dataset. We can withstand losing one of our servers with no downtime. Most importantly, each MySQL server is effectively equivalent, making our lives that much easier.

This talk will cover why we chose XtraDB Cluster, and what benchmarks we ran to test its suitability for handling our production traffic (including a couple important configuration changes). We will explore Galera's synchronous replication scheme, and the application tradeoffs you need to understand before switching to this system. We will discuss the roll out process, how we monitor the production cluster, and how we test its ability to handle failure in production.

Speaker:

Doug Barth is a software generalist who has currently found himself doing operations work at PagerDuty. Prior to joining PagerDuty, he worked for Signal in Chicago and Orbitz, an online travel company. He loves beer, foosball, and Tool. You can follow him on Twitter @dougbarth
",""
"","talk","http://devopsdays.org/events/2013-london/proposals/Losing Sight of Devops in an Automation Forest/","Andrew Phillips","Losing Sight of Devops in an Automation Forest","Abstract:

Many 'Devops' discussions, both at technical and at manager level, quickly turn to automation and tooling: on-demand environments, provisioning, monitoring, automated deployment etc. Job descriptions for 'Devops engineers' are also heavily oriented towards technology.

But Devops is about much more than technology! Are we losing track of the people and practices components that are critical, and often much harder to implement, than putting some new tech in place? Or have we learned that smart tech makes people and process changes unnecessary?

We'll talk about whether we're really losing track of The Big Picture here, and, if so, discuss suggestions and approaches to tackle this issue.

Speaker:

Andrew Phillips, VP, Product Management Xebialabs
",""
"","talk","http://devopsdays.org/events/2013-london/proposals/Lean ITSM/","Daniel Breston","Lean ITSM","Abstract:
IT is the Business and the Business is IT
Name one thing that you can do, no matter the role, that adds value to your business:


More customers
Make employees more effective, productive, efficient
Enable communication or collaboration
Make you more competitive or compliant



And does not in any shape before the activity, during the activity or after the activity?

IT Dev is constrained by not enough resources (people, processes, technology) and OPS is simply over-worked and not allowed to be a part of the solution.

Traditionally this void was filled by ITIL ITSM but you can Lean ITSM by blending processes and then matching the roles (People + tools) to introduce that process.  Examples Problem management as a subset of Incident, redefining Change Management by blending change-release-configuration.

Doing this with SMART and Visual KPIs can quickly show the business leaders, staff, vendors even customers that this is a business or organisation that has a clue as to how to keep up with market, regulatory, customer requirements and trends.

Speaker:
Daniel Breston - Qriosity Limited
",""
"","talk","http://devopsdays.org/events/2013-london/proposals/Harnessing The Power of Conflict - A Conflict Resolution perspective of the social psychology underpinnings of Devops/","Nikolas Katsimpras","Harnessing The Power of Conflict - A Conflict Resolution perspective of the social psychology underpinnings of Devops","Abstract:

The increasing popularity of Devops the past few years signifies an organic transition in the IT industry. A remarkably similar transition has been slowly ongoing in multiple industries and fields, from academia to finance and even policy. We have begun to realize the paramount importance of effective interdisciplinary collaboration as the only solution for the immense complexity of the next generation of challenges. This requires a highly systemic approach that transcends the traditional organizational barriers. Progressive, innovative, and brilliant products require desiloisation, which creates conflict. The word conflict may include cultural or lingual connotations of violence and destruction, however once we harness its energy and steer it in a productive manner then we can maximize our collective efficiency. Devops is all about harnessing the power of conflict. This talk will focus on the significance of effective conflict resolution for Devops based on basic concepts of social psychology and systems thinking. It will begin by addressing the role of each individual member and transition into intra and inter group dynamics by introducing the audience to notions of cooperation and competition, the value of intellectual opposition, trust, and positive interdependence.

Speaker:

Nikolas Katsimpras
",""
"","talk","http://devopsdays.org/events/2013-london/proposals/Firefighting - strategies for on call and incident management/","David Mytton","Firefighting - strategies for on call and incident management","Abstract:

If you&rsquo;re involved with ops then it&rsquo;s pretty likely
you&rsquo;ll experience an outage and be paged to deal with an incident. How
quickly a situation is resolved really depends on the processes in
place to deal with stressful situations. This talk will look at how to
properly deal with incidents, including tips and tricks for designing
an on-call system:


Designing a process to deal with incidents, tracking their progress
to resolution. Systems which work whether it&rsquo;s work hours or the
middle of the night make a difference to how quickly a situation is
resolved.
Strategies for creating on-call rotations, when on call should
switch over, how to do a proper hand off, dealing with fatigue and
tools to help with this.
Ideas for writing an operations handbook for how to deal with common
alerts for quick reference during incidents.
How on-call and incident management fits into the development,
release and testing process to ensure the relevant people are
contactable in an emergency
How the process changes from the early days of a startup through to
larger companies with dedicated teams.



The talk will look at some general concepts but will focus on real
world examples, with hints and tips to ensure everyone can take away
useful ideas and things to implement themselves.

Speaker:

David Mytton is the founder of Server Density, a SaaS tool which helps
you provision and monitor your infrastructure. Based in the UK, David
has been programming in Python and PHP for over 10 years and founded
the London MongoDB user group having deployed one of the earliest and
longest running production MongoDB clusters, now processing over 25TB
of data each month. This includes scaling Server Density from a single
VPS to over 150 servers, deployed across multiple data centres on both
dedicated and cloud infrastructure.
",""
"","talk","http://devopsdays.org/events/2013-london/proposals/Failure Friday! - Start injecting failure today/","Doug Barth","Failure Friday! - Start injecting failure today","Abstract:

What would happen to your system if one of your app servers died right now? What about your database server? What if they're just slow? Does your application handle it gracefully? Does your development team get paged? Are you sure?

Netflix famously uses their Simian Army to test these scenarios in production, but setting up that automation might be far down the priority list of a growing startup.

In this talk, we will discuss how PagerDuty started injecting failure into our production systems with minimal effort and the full support of the development teams. We will discuss why you should start proactively injecting failure and the exact steps you can take. We will go over the importance of setting an agenda, keeping a log of the actions taken, and todos that were uncovered. We will talk about why I think your metrics should be linkable, and why you should leave your alerts on during these planned failures. Finally, we will talk about the benefits your company will get from causing all this chaos. At the end of this talk, I hope to have inspired you to go start breaking your production systems, on purpose.

Speaker:

Doug Barth is a software generalist who has currently found himself doing operations work at PagerDuty. Prior to joining PagerDuty, he worked for Signal in Chicago and Orbitz, an online travel company. He loves beer, foosball, and Tool. You can follow him on Twitter @dougbarth
",""
"","talk","http://devopsdays.org/events/2013-london/proposals/Devops in the shadows: Infrastructure in a software-defined world/","Jan Ivar Beddari","Devops in the shadows: Infrastructure in a software-defined world","Abstract:
As a community we know a lot about testing apps. The talk will argue
that we do not yet know enough about testing infrastructure.

Business requirements change, demand grows, ultimately every
organization deals with a continuously evolving infrastructure. Each
iteration we replace old with new, in most cases we get more open and
easier accessible devices. Could these possibly be tested, quality
assured and ultimately managed by the same practices we've preached for
years? Adapation of a full-out infrastructure as code approach seems
slow, what is holding us back?

Full CI/CD stacks that automates our software but reducing cycle time
and versioning the environments makes just as much sense when it comes
to hardware, storage or network equipment. At the same time it IS
different, you can't as easily move your newly forged hardware down the
chain from dev to prod. We'll look at some problem spaces and possible
solutions to help get our code to cover more of that equipment hiding in
the shadows of our DCs.

If you are an ops engineer, working with infrastructure testing feels
familiar quickly. We'll look at testing in light of monitoring, would it
make sense to combine these processes into one? Could we just say that
testing == monitoring and what changes would that bring?

Speaker:

Jan Ivar Beddari is an
automation pragmatist living in Volda, Norway. He's been at the
forefront of automated infrastructure for a long time having worked on
and with all the main OS platforms. Follow him on twitter:
https://twitter.com/beddari
",""
"","talk","http://devopsdays.org/events/2013-london/proposals/DevOps in the Enterprise/","Gary McAllister","DevOps in the Enterprise","Abstract:

DevOps is an evolving industry trend.  As with all new trends DevOps requires clarity and understanding in the traditional ITIL enterprise.  In this session I will articulate traditional &ldquo;ITIL&rdquo; processes and explain the organisational change required to transition to a DevOps enterprise.  With all Agile methods this change cannot happen overnight and requires incremental culture, process, people and supplier management.  ITIL organisations tend to be an &ldquo;us v them&rdquo; culture, DevOps aims to address this but is it really possible?.. In this session I will present some ideas to moving an organisation forward with adaptive  Agile operational processes.  I will present some ideas around organisational change to ensure that Dev and Ops work closer together.  Key to DevOps is culture, I will provide further definition on what &ldquo;culture&rdquo; is and how to change the softer aspects of an organisation.  DevOps is not just about change to Dev and Ops, DevOps involves other organisational units such as Architecture, BA, Testing and PMO&hellip;  These areas need to be agile too and I will touch on this and ensure that a full change understanding is provided to the audience.  Can DevOps work in a large traditional enterprise? It can, and there are significant benefits in ensuring that it does!

Speaker:

Gary McAllister, Head of Product Management, Guy&rsquo;s and St Thomas&rsquo; NHS Foundation Trust.  Senior manager and architect working in a large public sector organisation with a strong view on agile and systems methods.  Over 15 years of experience in traditional and non-traditional software delivery environments with a diverse experience in Banking, Media, Online and Public Sector organisations.
",""
"","talk","http://devopsdays.org/events/2013-london/proposals/DevOps at PagerDuty/","Doug Barth","DevOps at PagerDuty","Abstract:

You've jumped on the DevOps bandwagon. You're using a tool like Chef or Puppet to manage your infrastructure. Everything's great, right?

Using a configuration management tool is just the beginning of your journey. Now you need to figure out how you develop and test your code in isolation without interrupting your teams members from being productive. How do you ensure that you don't introduce regressions, either with existing systems or when starting new servers? How do you speed your build - test loop? What about rolling your change out to your staging and production systems?

In this talk, we will discuss how PagerDuty solved these problems. I will give you a tour of our Chef repository, stored in git. I will show you how we use Vagrant to spin up test VMs both locally and on AWS. I will talk about how we write unit tests for our cookbooks, pull in and extend open source cookbooks, and how we submit those changes for peer review. After running automated tests in Jenkins, it's off to staging for testing and rollout, and then onto production FTW. Finally, we'll finish up by discussing what still hurts and how we plan to fix it. At the end of this talk, I hope to have given you a clear picture of how PagerDuty does DevOps and maybe given you some new ways to improve your own environment.

Speaker:

Doug Barth is a software generalist who has currently found himself doing operations work at PagerDuty. Prior to joining PagerDuty, he worked for Signal in Chicago and Orbitz, an online travel company. He loves beer, foosball, and Tool. You can follow him on Twitter @dougbarth
",""
"","talk","http://devopsdays.org/events/2013-london/proposals/Dev, Ops and the future of operating systems/","Avishai Ish-Shalom","Dev, Ops and the future of operating systems","Abstract:

Linux distros and Windows NT both date back to 1993 and the principles of the operating systems we use today are rooted in that era. The way we use O/S and software has changed dramatically since, and the role of O/S has shifted considerably. In contrast, O/S themselves still work with the same concepts and ideas, which gave birth to many tools trying to bridge the gap.
This talk will cover the evolution of O/S in recent years and emerging trends which may prevail in the near future.

Speaker:

Avishai Ish-Shalom

sysadmin/ops and opensource coder working for Fewbytes, an Israeli consulting company for operations and automation.
",""
"","talk","http://devopsdays.org/events/2013-london/proposals/Crossing the Uncanny Valley of Culture through Mutual Learning/","Jeffrey Fredrick","Crossing the Uncanny Valley of Culture through Mutual Learning","Abstract:

Ever since John Willis explained what DevOps meant to him[1] and gave us the CAMS acronym, culture has been a leading element of any DevOps discussion. Too bad changing culture is the hardest thing you can do! Changing our personal habits is extremely difficult; changing culture means changing the daily habits of everyone in the group. And yet what makes cultural change difficult is also what makes it necessary. Our culture is the expression of collective habits and it our habits that make us who we are, both as individuals and as organizations. We can't be a highly performing organization without having highly effective habits.

Unfortunately changing culture isn't as simple as proposing new rules and getting everyone to follow them: people are complicated! [2] And the culture you have now, no matter how broken, isn't as accidental as you might think. We are slightly evolved primates and our evolutionary psychology makes us keenly vulnerable to status [3] and a host of cognitive fallacies [4]. The average organizational culture is both a reflection of and a response to these facts. Moving towards a more cooperative culture naively can make things worse before they are better, an uncanny valley of communication [5].

Luckily we evolved not only to make silly mistakes but also to cooperate! Once we can build trust and make public testing of ideas the norm we can move into the zone of true collaboration. The Model I / Model II ideas of Chris Argyris [6] give us a description of what we'd like our culture to look like. The Improvement Kata [7] gives us one roadmap for how we can get there.

[1] http://www.opscode.com/blog/2010/07/16/what-devops-means-to-me/

[2] http://xkcd.com/592/

[3] Influence: Science &amp; Practice, Robert Cialdini

[4] You Are Not So Smart, David McRaney

[5] http://stratechery.com/2013/the-uncanny-valley-of-a-functional-organization/ (especially http://stratechery.com/wp-content/uploads/2013/07/collaboration.jpg)

[6] http://infed.org/mobi/chris-argyris-theories-of-action-double-loop-learning-and-organizational-learning/#_Model_I_and

[7] Toyota Kata, Mike Rother

Speaker:

Jeffrey Fredrick

Jeffrey Fredrick is an internationally recognized expert on Continuous Integration. He is a 21-year veteran of the software industry with a mission to change the way software is created. From his varied career Jeffrey brings the perspective of having performed and managed virtual every role in the software development lifecycle. Jeffrey is currently indulging his passion for improving how software organizations operate as CTO &amp; Head of Product at TIM Group, and as the Co-Organizer of the Continuous Integration and Testing Conference (CITCON).
",""
"","talk","http://devopsdays.org/events/2013-london/proposals/Call of Duty: DevOps/","Tom Levey","Call of Duty: DevOps","Abstract:

It's no longer enough to wage war in pre-production. That's where developers have fought their conflicts time and time again--but now they need to cross battle lines and head into Production. It's a new kind of battle, one torn apart with operational complexity, agile missions and server warfare. With access to virtual platforms, monitoring weaponry, and automation tools, developers must now fight to ensure the performance and availability of mission-critical business applications. In this session we'll look at:

&bull; The production battleground of modern mission-critical apps
&bull; An overview of special weapons and agile tactics (SWAT) for DevOps
&bull; Real-life application fatalities and incidents
&bull; Lessons learned from Customers winning the Dev Ops war

Will you heed the call?

Speaker:

Tom Levey is a Technology Evangelist at AppDynamics. Tom is responsible for promoting best practices of application performance management (APM) for distributed applications running in cloud, virtual and physical environments.

Tom has spent 6 years helping organisations to build robust APM technology strategies and has the scars to show for it. He received his BSC in Computer Science and after working as a Java application developer he decided someone really needed to help the world optimise the performance of their applications!

He is an adrenaline junky who loves speed and hopes one day all applications will be able to keep up.
",""
"","talk","http://devopsdays.org/events/2013-london/proposals/Building consistently good software with ordinary people/","Pieter Hintjens","Building consistently good software with ordinary people","Abstract:

The ZeroMQ open source project uses a surprising DevOps-like process.
We accept any patch so long as it doesn't break existing apps, builds
cleanly, solves a clear problem, and doesn't look nasty. Instead of
driving development through rockstar vision, we drive it by gradually,
and safely accumulating small answers to real problems.

The process is controversial because we don't need rockstars, which
annoys them a lot. There's no roadmap. There's no heavy upfront
design. No vision documents, no core maintainers. Instead, we see a
GitHub master that evolves smoothly in useful directions, with a
handful of patches every day. We don't log feature requests. If
someone wants to solve a problem, they either invest money, effort, or
they wait.

The key is GitHub's Fork + Pull model, combined with some clear rules
about the process. In 2011 we adapted our ZeroMQ rules for building
proprietary apps. The results were... impressive. Before, the client
suffered from slow design - implementation cycles that produced
frankly horrid software. After, the client's teams could produce
several releases a day.

The effects on management and HR are stimulating. Instead of assigning
engineers to problems, managers allow key users to log issues, and
developers to solve issues as they please. Issues that don't get
solved are scored as low value or badly explained. Developers who
solve few issues are scored as low value. All focus is on removing
friction in the test-log-solve-deliver cycle. Done right, every single
patch, solving one issue, is a deliverable.

The impact on design is that it evolves according to the real needs of
users, rather than upfront vision. The resulting software is, in
theory, more accurate and useful than software built to up-front
designs.

Overall, this is a simple, effective, and low-stress way of producing
systematically good software with ordinary developers and users.

Also see: Collective Code Construction Contract - (C4)

Speaker:

Pieter Hintjens - Author of O'Reilly ZeroMQ book
Twitter: @hintjens

He is the CEO and chief software designer for iMatix, a firm that has produced many free software applications, such as the &Oslash;MQ high performance message library, the OpenAMQ AMQP messaging service, Libero, GSL code generator, and the Xitami web server.

Wikipedia entry on Pieter Hintjens
",""
"","talk","http://devopsdays.org/events/2013-london/proposals/Building a Devops Command Center/","Maciej Pasternacki","Building a Devops Command Center","Abstract:

In the previous century, terminal access and a text editor may have been enough to get the system administrator&rsquo;s job done. Now we have configuration management frameworks, cluster orchestration and command dispatch tools, deployment automation, local virtualization tools, cloud and Platform as a Service client tools as basic building blocks. Modern sysadmin needs a development environment no less sophisticated than his programmer peer, with version control, branching, automated testing, automated documentation, and so on. On the server side there are multiple diagnostic and control panels, including plain old status monitoring, but also complex metrics aggregation, high volume log message processing, continuous integration and testing panels, dashboards, and so on. The wealth and variety of tools needed to manage modern infrastructure can be overwhelming.

Devops culture is about building bridges and inclusiveness. The situation where in-depth knowledge of multiple systems is necessary to even get started working with infrastructure is simply not acceptable. The client environment for sysadmin work and infrastructure development should be quick to set up, easy to get started, and safe to work with.

I am going to describe a &ldquo;command center&rdquo; setup successfully deployed with my clients, and developed to minimize time needed for onboarding new team members, give proper documentation and visibility of what tools and commands are available, and provide a consistent experience of one framework rather than a feeling of working with a dozen separate tools that live each in a different world. The effort to publish this setup as a reusable framework is underway; currently, key elements are open sourced in varying state of usefulness:


Infrastructure Development Kit, a one-click 'omnibus' package containing everything to get started with Chef-based configuration management: https://github.com/3ofcoins/idk/
The Foundation Repository, a filled-in template Chef repository to work with IDK: https://github.com/3ofcoins/foundation/
Odin Authenticator, a simple single sign-on system for Apache/mod_perl, and a companion Odin Authorizer webapp to sign users in via Google Apps account: http://ginzamarkets.github.io/odin_authenticator/



Speaker:

Maciej Pasternacki

I'm a Web infrastructure developer, currently running a small webops consulting company http://3ofcoins.net/. Having started in 2008 as freelance Web developer, I was pulled towards operations and system administration as the only person on the project who wasn't afraid to edit MySQL config file, then learned that DevOps is a word, and stayed here. Too lazy to edit all the config files and copy all the backups by himself, I focus on agile infrastructure and continuous integration and delivery systems that will do this work automatically. I try to fill in the missing pieces of open source toolchain, effects of which can be seen at https://github.com/3ofcoins/.
",""
"","talk","http://devopsdays.org/events/2013-london/proposals/Build it and they’ll come/","Bob Strudwick / James Dawson","Build it and they’ll come!","Abstract:

In the two years since it began, the Application Lifecycle Management programme at ASOS.com has helped transform software release frequency from one every three weeks to a 2013 average of twice a week. Perhaps unusually in the world of build and deployment automation, the initiative has been spearheaded with a dedicated Platform Engineering team. Along the way, almost every aspect of software development has changed. And we&rsquo;ve introduced change against a backdrop of major increases in numbers of software engineering teams &ndash; from 10 to 20 &ndash; and a major replatforming process to support ASOS global business ambitions

In this case study style presentation we will explore the background to the programme, it&rsquo;s initial development stage, lessons learnt and transition to business as usual


Background
&middot;         Application Lifecycle Management defined (briefly)
&middot;         ASOS context &ndash; scale, architectural legacy, cultural considerations
&middot;         Initial problem assessment and pain points
Getting off the ground
&middot;         Creating an automated build/deployment framework &ndash; the solution design process (buy vs. build) &amp; the solution itself
&middot;         Migrating development/test environments to IAAS
&middot;         How we prioritized objectives and phased implementation
Initial lessons learnt
&middot;         Difficulties of balancing need to drive change and bring everyone with us
&middot;         Supporting and collaborating software engineering teams once we went live
&middot;         Dealing with refusniks
Transition to Business As Usual
&middot;         Collaboration and support in steady state
&middot;         Shape of the Platform Engineering team now and then
Final thoughts
&middot;         Things we&rsquo;d do the same, things we do differently



Speaker:

Bob Strudwick (bobs@asos.com) has been building and leading software delivery for more than 20 years. He has expertise in the software development lifecycle and more than 10 years of experience using lean, iterative methodologies. Currently running the ALM programme at ASOS.com, which is entering its third year. Bob&rsquo;s Platform Engineering team were recently runners-up in the annual Team of the Year awards at ASOS.

 James Dawson (james@readsource.co.uk), Tech Lead of the Platform Engineering team, is a technical consultant with experience of designing, primarily Microsoft-based, infrastructure platforms typically working closely with architects &amp; developers to ensure that the software solution is designed with scalability, manageability and security from the outset. He is also heavily involved with creating tooling to promote and improve software development engineering practices and relieve common SDLC-related headaches such as release management, automation and configuration management.
",""
